posting_id,title,company,category,location,seniority,description,posted_date
272,Applied ML Engineer,Northbridge Analytics,ML Engineer,"Dublin, Ireland",Senior,"We are looking for a Applied ML Engineer to join our growing team. You will work closely with cross-functional stakeholders to design data pipelines and support experimentation and A/B testing. Strong hands-on experience with TensorFlow, Kubernetes, and AWS is required. Familiarity with CI/CD is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-03-13
273,Junior Data Engineer,Fieldstone Group,Data Engineer,"Berlin, Germany",Entry,"As a Junior Data Engineer at Fieldstone Group, you will conduct root-cause analysis, develop predictive models, and partner with stakeholders across the business. Core requirements include ETL, data pipelines, and Python. Bonus points for exposure to Redshift.",2026-02-10
274,Data Scientist,Fieldstone Group,Data Scientist,Singapore,Senior,"As a Data Scientist at Fieldstone Group, you will validate data quality, build and maintain dashboards, and partner with stakeholders across the business. Core requirements include deep learning, XGBoost, and statistics. Bonus points for exposure to pandas.",2026-07-02
275,,Havenwood Tech,Business Analyst,"Dublin, Ireland",Junior,"Havenwood Tech is hiring a Junior Business Analyst to support our data and analytics function. Responsibilities include translate business requirements into technical specifications, partner with product and engineering teams, and collaborating with engineering and product teams. Ideal candidates have practical experience with requirements gathering, UAT, and Jira, along with a solid foundation in Agile.",2026-01-17
276,ML Engineer,Fieldstone Group,ML Engineer,Remote,Mid,"Join Fieldstone Group as a ML Engineer! In this role you'll automate reporting workflows and optimize database queries to help drive business decisions. We're looking for someone proficient in Kubernetes and PyTorch, with working knowledge of CI/CD. Experience with AWS is preferred but not required.",2026-02-27
277,Machine Learning Engineer,Skylark Data,ML Engineer,"Sydney, Australia",Senior,"We are looking for a Machine Learning Engineer to join our growing team. You will work closely with cross-functional stakeholders to document functional specifications and partner with product and engineering teams. Strong hands-on experience with PyTorch, AWS, and TensorFlow is required. Familiarity with deep learning is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-02-16
278,Business Data Analyst,Fieldstone Group,Data Analyst,"Dublin, Ireland",Mid,,2026-03-29
279,Senior Data Scientist,Datavantis,Data Scientist,Singapore,Mid,"Join Datavantis as a Senior Data Scientist! In this role you'll develop predictive models and analyze large datasets to help drive business decisions. We're looking for someone proficient in statistics and Python, with working knowledge of XGBoost. Experience with SQL is preferred but not required.",2026-04-24
280,Senior Data Engineer,Fieldstone Group,Data Engineer,"Toronto, Canada",Entry,"As a Senior Data Engineer at Fieldstone Group, you will develop predictive models, validate data quality, and partner with stakeholders across the business. Core requirements include Airflow, ETL, and Spark. Bonus points for exposure to data modeling.",2026-06-18
281,Senior Data Scientist,Meridian Labs,Data Scientist,Singapore,Senior,"As a Senior Data Scientist at Meridian Labs, you will build and maintain dashboards, validate data quality, and partner with stakeholders across the business. Core requirements include deep learning, A/B testing, and Python. Bonus points for exposure to scikit-learn.",2026-02-26
282,Business Analyst,Clarion Health,Business Analyst,"London, UK",Junior,"Clarion Health is hiring a Business Analyst to support our data and analytics function. Responsibilities include analyze large datasets, develop predictive models, and collaborating with engineering and product teams. Ideal candidates have practical experience with SQL, stakeholder communication, and Agile, along with a solid foundation in data validation.",2026-03-14
283,Business Systems Analyst,Pinegrove Solutions,Business Analyst,"Bengaluru, India",Entry,"As a Business Systems Analyst at Pinegrove Solutions, you will support experimentation and A/B testing, design data pipelines, and partner with stakeholders across the business. Core requirements include stakeholder communication, functional specifications, and UAT. Bonus points for exposure to Excel.",2026-04-12
284,Junior Data Engineer,Fieldstone Group,Data Engineer,"Berlin, Germany",Entry,"Fieldstone Group is hiring a Junior Data Engineer to support our data and analytics function. Responsibilities include design data pipelines, document functional specifications, and collaborating with engineering and product teams. Ideal candidates have practical experience with Spark, SQL, and Docker, along with a solid foundation in data pipelines.",2026-01-26
285,Data Scientist II,Quanta Systems,Data Scientist,Singapore,Entry,"We are looking for a Data Scientist II to join our growing team. You will work closely with cross-functional stakeholders to conduct root-cause analysis and design data pipelines. Strong hands-on experience with experimentation, Python, and XGBoost is required. Familiarity with scikit-learn is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-02-05
286,Senior Data Engineer,Vertex Insights,Data Engineer,Singapore,Mid,"As a Senior Data Engineer at Vertex Insights, you will validate data quality, conduct root-cause analysis, and partner with stakeholders across the business. Core requirements include data modeling, Spark, and Airflow. Bonus points for exposure to Kafka.",2026-07-09
287,Junior Business Analyst,Fieldstone Group,Business Analyst,"New York, USA",Mid,"Join Fieldstone Group as a Junior Business Analyst! In this role you'll develop predictive models and validate data quality to help drive business decisions. We're looking for someone proficient in Excel and requirements gathering, with working knowledge of UAT. Experience with SQL is preferred but not required.",2026-05-05
288,Data Quality Specialist,Havenwood Tech,Data Quality Analyst,"Berlin, Germany",Junior,"Join Havenwood Tech as a Data Quality Specialist! In this role you'll document functional specifications and optimize database queries to help drive business decisions. We're looking for someone proficient in data profiling and Excel, with working knowledge of data governance. Experience with SQL is preferred but not required.",2026-07-04
289,Data Governance Analyst,Quanta Systems,Data Quality Analyst,"Berlin, Germany",Senior,"Quanta Systems is hiring a Data Governance Analyst to support our data and analytics function. Responsibilities include partner with product and engineering teams, document functional specifications, and collaborating with engineering and product teams. Ideal candidates have practical experience with data cleansing, reporting, and SQL, along with a solid foundation in ETL.",2026-05-15
290,Data Quality Specialist,Pinegrove Solutions,Data Quality Analyst,"Toronto, Canada",Mid,"Pinegrove Solutions is hiring a Data Quality Specialist to support our data and analytics function. Responsibilities include conduct root-cause analysis, automate reporting workflows, and collaborating with engineering and product teams. Ideal candidates have practical experience with Excel, ETL, and data profiling, along with a solid foundation in data cleansing.",2026-03-12
291,Applied Data Scientist,Anchorpoint AI,Data Scientist,"Dublin, Ireland",Junior,"Join Anchorpoint AI as a Applied Data Scientist! In this role you'll develop predictive models and translate business requirements into technical specifications to help drive business decisions. We're looking for someone proficient in experimentation and A/B testing, with working knowledge of machine learning. Experience with statistics is preferred but not required.",2026-04-17
292,Senior Data Engineer,Kestrel Technologies,Data Engineer,"Berlin, Germany",Senior,"We are looking for a Senior Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to support experimentation and A/B testing and translate business requirements into technical specifications. Strong hands-on experience with Python, data modeling, and SQL is required. Familiarity with Kafka is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-04-04
293,Business Systems Analyst,Vertex Insights,Business Analyst,"Kathmandu, Nepal",Junior,"Vertex Insights is hiring a Business Systems Analyst to support our data and analytics function. Responsibilities include document functional specifications, support experimentation and A/B testing, and collaborating with engineering and product teams. Ideal candidates have practical experience with Jira, stakeholder communication, and functional specifications, along with a solid foundation in data validation.",2026-05-25
294,Data Analyst II,BrightPath AI,Data Analyst,Remote,Mid,"BrightPath AI is hiring a Data Analyst II to support our data and analytics function. Responsibilities include validate data quality, translate business requirements into technical specifications, and collaborating with engineering and product teams. Ideal candidates have practical experience with data cleaning, SQL, and stakeholder communication, along with a solid foundation in statistics.",2026-05-31
295,,Clarion Health,ML Engineer,"Sydney, Australia",Senior,"We are looking for a Machine Learning Engineer to join our growing team. You will work closely with cross-functional stakeholders to support experimentation and A/B testing and optimize database queries. Strong hands-on experience with feature engineering, AWS, and CI/CD is required. Familiarity with deep learning is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-04-06
296,Business Data Analyst,Skylark Data,Data Analyst,"Dublin, Ireland",Junior,"Join Skylark Data as a Business Data Analyst! In this role you'll translate business requirements into technical specifications and develop predictive models to help drive business decisions. We're looking for someone proficient in SQL and data cleaning, with working knowledge of stakeholder communication. Experience with Tableau is preferred but not required.",2026-04-03
297,Junior Business Analyst,Quanta Systems,Business Analyst,Remote,Entry,"Join Quanta Systems as a Junior Business Analyst! In this role you'll partner with product and engineering teams and automate reporting workflows to help drive business decisions. We're looking for someone proficient in SQL and Excel, with working knowledge of data validation. Experience with stakeholder communication is preferred but not required.",2026-01-16
298,Applied Data Scientist,Havenwood Tech,Data Scientist,"Toronto, Canada",Mid,"Havenwood Tech is hiring a Applied Data Scientist to support our data and analytics function. Responsibilities include translate business requirements into technical specifications, partner with product and engineering teams, and collaborating with engineering and product teams. Ideal candidates have practical experience with statistics, scikit-learn, and feature engineering, along with a solid foundation in Python.",2026-07-05
299,Junior Business Analyst,Clarion Health,Business Analyst,"Bengaluru, India",Mid,"We are looking for a Junior Business Analyst to join our growing team. You will work closely with cross-functional stakeholders to automate reporting workflows and document functional specifications. Strong hands-on experience with SQL, process mapping, and Excel is required. Familiarity with data validation is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-06-28
300,Data Quality Analyst,Pinegrove Solutions,Data Quality Analyst,"Kathmandu, Nepal",Entry,"Join Pinegrove Solutions as a Data Quality Analyst! In this role you'll build and maintain dashboards and automate reporting workflows to help drive business decisions. We're looking for someone proficient in data validation and data cleansing, with working knowledge of metadata management. Experience with data governance is preferred but not required.",2026-06-01
301,Data Scientist,Quanta Systems,Data Scientist,Singapore,Entry,"We are looking for a Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to optimize database queries and build and maintain dashboards. Strong hands-on experience with experimentation, deep learning, and SQL is required. Familiarity with scikit-learn is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-06-13
302,ML Engineer,Kestrel Technologies,ML Engineer,"London, UK",Mid,"We are looking for a ML Engineer to join our growing team. You will work closely with cross-functional stakeholders to validate data quality and design data pipelines. Strong hands-on experience with deep learning, MLOps, and Kubernetes is required. Familiarity with AWS is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-05-18
303,Data Governance Analyst,BrightPath AI,Data Quality Analyst,"London, UK",Entry,"As a Data Governance Analyst at BrightPath AI, you will document functional specifications, conduct root-cause analysis, and partner with stakeholders across the business. Core requirements include SQL, data validation, and Excel. Bonus points for exposure to data cleansing.",2026-06-17
304,Business Analyst,Anchorpoint AI,Business Analyst,"Bengaluru, India",Mid,"We are looking for a Business Analyst to join our growing team. You will work closely with cross-functional stakeholders to support experimentation and A/B testing and analyze large datasets. Strong hands-on experience with stakeholder communication, UAT, and Excel is required. Familiarity with Jira is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-06-30
305,Senior Data Engineer,Skylark Data,Data Engineer,"New York, USA",Senior,"Skylark Data is hiring a Senior Data Engineer to support our data and analytics function. Responsibilities include analyze large datasets, design data pipelines, and collaborating with engineering and product teams. Ideal candidates have practical experience with Kafka, Python, and data pipelines, along with a solid foundation in SQL.",2026-03-20
306,Business Systems Analyst,Havenwood Tech,Business Analyst,"Bengaluru, India",Mid,"Join Havenwood Tech as a Business Systems Analyst! In this role you'll optimize database queries and support experimentation and A/B testing to help drive business decisions. We're looking for someone proficient in functional specifications and Jira, with working knowledge of requirements gathering. Experience with stakeholder communication is preferred but not required.",2026-01-15
307,AI Engineer,Pinegrove Solutions,ML Engineer,Remote,Entry,"As a AI Engineer at Pinegrove Solutions, you will optimize database queries, document functional specifications, and partner with stakeholders across the business. Core requirements include TensorFlow, Python, and feature engineering. Bonus points for exposure to PyTorch.",2026-01-18
308,ML Engineer,Kestrel Technologies,ML Engineer,Singapore,Mid,"As a ML Engineer at Kestrel Technologies, you will support experimentation and A/B testing, build and maintain dashboards, and partner with stakeholders across the business. Core requirements include CI/CD, Python, and TensorFlow. Bonus points for exposure to model deployment.",2026-06-24
309,Senior Data Engineer,Datavantis,Data Engineer,"Dublin, Ireland",Junior,"We are looking for a Senior Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to partner with product and engineering teams and document functional specifications. Strong hands-on experience with data pipelines, AWS, and PostgreSQL is required. Familiarity with Redshift is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-05-08
310,Applied ML Engineer,Pinegrove Solutions,ML Engineer,Singapore,Junior,"As a Applied ML Engineer at Pinegrove Solutions, you will conduct root-cause analysis, design data pipelines, and partner with stakeholders across the business. Core requirements include deep learning, CI/CD, and Python. Bonus points for exposure to feature engineering.",2026-05-29
311,Data Analyst II,BrightPath AI,Data Analyst,"London, UK",Mid,"As a Data Analyst II at BrightPath AI, you will automate reporting workflows, conduct root-cause analysis, and partner with stakeholders across the business. Core requirements include Python, SQL, and A/B testing. Bonus points for exposure to Tableau.",2026-05-11
312,Data Analyst II,Orbit Data Co,Data Analyst,"Sydney, Australia",Senior,"We are looking for a Data Analyst II to join our growing team. You will work closely with cross-functional stakeholders to build and maintain dashboards and support experimentation and A/B testing. Strong hands-on experience with Excel, statistics, and data cleaning is required. Familiarity with pandas is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-03-27
313,Data Analyst,Fieldstone Group,Data Analyst,"Bengaluru, India",Mid,"We are looking for a Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to develop predictive models and partner with product and engineering teams. Strong hands-on experience with A/B testing, stakeholder communication, and Tableau is required. Familiarity with statistics is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-03-16
314,ETL Developer,Anchorpoint AI,Data Engineer,"New York, USA",Senior,"Join Anchorpoint AI as a ETL Developer! In this role you'll develop predictive models and partner with product and engineering teams to help drive business decisions. We're looking for someone proficient in Python and Kafka, with working knowledge of Airflow. Experience with SQL is preferred but not required.",2026-04-06
315,Data Quality Analyst,Datavantis,Data Quality Analyst,Remote,Senior,"Datavantis is hiring a Data Quality Analyst to support our data and analytics function. Responsibilities include document functional specifications, translate business requirements into technical specifications, and collaborating with engineering and product teams. Ideal candidates have practical experience with data profiling, data cleansing, and data validation, along with a solid foundation in reporting.",2026-04-01
316,Senior Data Scientist,Fieldstone Group,Data Scientist,"London, UK",Mid,"Fieldstone Group is hiring a Senior Data Scientist to support our data and analytics function. Responsibilities include support experimentation and A/B testing, partner with product and engineering teams, and collaborating with engineering and product teams. Ideal candidates have practical experience with machine learning, feature engineering, and Python, along with a solid foundation in experimentation.",2026-07-09
317,Junior Business Analyst,Datavantis,Business Analyst,"Dublin, Ireland",Senior,"Datavantis is hiring a Junior Business Analyst to support our data and analytics function. Responsibilities include document functional specifications, design data pipelines, and collaborating with engineering and product teams. Ideal candidates have practical experience with Agile, UAT, and Jira, along with a solid foundation in functional specifications.",2026-01-23
318,Junior Business Analyst,Havenwood Tech,Business Analyst,"New York, USA",Senior,"As a Junior Business Analyst at Havenwood Tech, you will develop predictive models, validate data quality, and partner with stakeholders across the business. Core requirements include process mapping, stakeholder communication, and Excel. Bonus points for exposure to data validation.",2026-06-05
319,Applied ML Engineer,Fieldstone Group,ML Engineer,"Dublin, Ireland",Mid,"Join Fieldstone Group as a Applied ML Engineer! In this role you'll document functional specifications and validate data quality to help drive business decisions. We're looking for someone proficient in deep learning and MLOps, with working knowledge of CI/CD. Experience with feature engineering is preferred but not required.",2026-06-07
320,Data Quality Specialist,Clarion Health,Data Quality Analyst,"Dublin, Ireland",Mid,"As a Data Quality Specialist at Clarion Health, you will document functional specifications, conduct root-cause analysis, and partner with stakeholders across the business. Core requirements include data validation, Python, and metadata management. Bonus points for exposure to ETL.",2026-02-24
321,ETL Developer,Skylark Data,Data Engineer,"Kathmandu, Nepal",Entry,"Skylark Data is hiring a ETL Developer to support our data and analytics function. Responsibilities include conduct root-cause analysis, analyze large datasets, and collaborating with engineering and product teams. Ideal candidates have practical experience with SQL, Docker, and ETL, along with a solid foundation in Kafka.",2026-05-30
322,Senior Data Engineer,Clarion Health,Data Engineer,"Kathmandu, Nepal",Mid,"Clarion Health is hiring a Senior Data Engineer to support our data and analytics function. Responsibilities include support experimentation and A/B testing, build and maintain dashboards, and collaborating with engineering and product teams. Ideal candidates have practical experience with Airflow, PostgreSQL, and SQL, along with a solid foundation in AWS.",2026-02-17
323,ML Engineer,Lumen Analytics,ML Engineer,"Berlin, Germany",Entry,"We are looking for a ML Engineer to join our growing team. You will work closely with cross-functional stakeholders to automate reporting workflows and analyze large datasets. Strong hands-on experience with AWS, feature engineering, and CI/CD is required. Familiarity with Kubernetes is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-05-20
324,Business Systems Analyst,Fieldstone Group,Business Analyst,"London, UK",Mid,"Join Fieldstone Group as a Business Systems Analyst! In this role you'll partner with product and engineering teams and translate business requirements into technical specifications to help drive business decisions. We're looking for someone proficient in Agile and data validation, with working knowledge of stakeholder communication. Experience with process mapping is preferred but not required.",2026-01-17
325,Junior Data Analyst,Clarion Health,Data Analyst,"Dublin, Ireland",Entry,"Clarion Health is hiring a Junior Data Analyst to support our data and analytics function. Responsibilities include automate reporting workflows, validate data quality, and collaborating with engineering and product teams. Ideal candidates have practical experience with data visualization, SQL, and stakeholder communication, along with a solid foundation in Python.",2026-05-06
326,Business Data Analyst,Orbit Data Co,Data Analyst,Remote,Entry,"Join Orbit Data Co as a Business Data Analyst! In this role you'll conduct root-cause analysis and document functional specifications to help drive business decisions. We're looking for someone proficient in Power BI and pandas, with working knowledge of reporting. Experience with SQL is preferred but not required.",2026-02-14
327,Business Systems Analyst,Northbridge Analytics,Business Analyst,"New York, USA",Junior,"As a Business Systems Analyst at Northbridge Analytics, you will automate reporting workflows, design data pipelines, and partner with stakeholders across the business. Core requirements include Jira, data validation, and requirements gathering. Bonus points for exposure to process mapping.",2026-03-29
328,Business Data Analyst,Meridian Labs,Data Analyst,"London, UK",Mid,"As a Business Data Analyst at Meridian Labs, you will document functional specifications, automate reporting workflows, and partner with stakeholders across the business. Core requirements include pandas, stakeholder communication, and Python. Bonus points for exposure to Tableau.",2026-01-25
329,Data Analyst,Pinegrove Solutions,Data Analyst,"New York, USA",Senior,"Join Pinegrove Solutions as a Data Analyst! In this role you'll analyze large datasets and conduct root-cause analysis to help drive business decisions. We're looking for someone proficient in Tableau and data cleaning, with working knowledge of reporting. Experience with stakeholder communication is preferred but not required.",2026-06-11
330,Applied ML Engineer,Lumen Analytics,ML Engineer,"Berlin, Germany",Entry,"Join Lumen Analytics as a Applied ML Engineer! In this role you'll support experimentation and A/B testing and analyze large datasets to help drive business decisions. We're looking for someone proficient in deep learning and Kubernetes, with working knowledge of feature engineering. Experience with model deployment is preferred but not required.",2026-05-22
331,Data Engineer,Northbridge Analytics,Data Engineer,Remote,Entry,"We are looking for a Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to conduct root-cause analysis and optimize database queries. Strong hands-on experience with data pipelines, Python, and Airflow is required. Familiarity with Redshift is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-01-12
332,Data Governance Analyst,Pinegrove Solutions,Data Quality Analyst,"Bengaluru, India",Junior,"We are looking for a Data Governance Analyst to join our growing team. You will work closely with cross-functional stakeholders to build and maintain dashboards and partner with product and engineering teams. Strong hands-on experience with SQL, metadata management, and Python is required. Familiarity with reporting is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-05-07
333,Business Analyst,Kestrel Technologies,Business Analyst,"London, UK",Mid,"Join Kestrel Technologies as a Business Analyst! In this role you'll optimize database queries and partner with product and engineering teams to help drive business decisions. We're looking for someone proficient in process mapping and Agile, with working knowledge of UAT. Experience with functional specifications is preferred but not required.",
334,Data Analyst,Pinegrove Solutions,Data Analyst,"Sydney, Australia",Entry,"We are looking for a Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to develop predictive models and automate reporting workflows. Strong hands-on experience with stakeholder communication, reporting, and SQL is required. Familiarity with Excel is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-01-16
335,Data Engineer,Quanta Systems,Data Engineer,"Toronto, Canada",Senior,"Quanta Systems is hiring a Data Engineer to support our data and analytics function. Responsibilities include design data pipelines, automate reporting workflows, and collaborating with engineering and product teams. Ideal candidates have practical experience with Docker, data pipelines, and SQL, along with a solid foundation in data modeling.",2026-04-01
336,Business Systems Analyst,Pinegrove Solutions,Business Analyst,Remote,Mid,"As a Business Systems Analyst at Pinegrove Solutions, you will analyze large datasets, partner with product and engineering teams, and partner with stakeholders across the business. Core requirements include functional specifications, SQL, and Jira. Bonus points for exposure to data validation.",2026-06-19
337,Junior Data Engineer,Anchorpoint AI,Data Engineer,"New York, USA",Junior,"Anchorpoint AI is hiring a Junior Data Engineer to support our data and analytics function. Responsibilities include design data pipelines, partner with product and engineering teams, and collaborating with engineering and product teams. Ideal candidates have practical experience with Docker, data pipelines, and PostgreSQL, along with a solid foundation in ETL.",2026-05-07
338,Data Scientist,Clarion Health,Data Scientist,"Sydney, Australia",Entry,"We are looking for a Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to validate data quality and conduct root-cause analysis. Strong hands-on experience with deep learning, XGBoost, and experimentation is required. Familiarity with machine learning is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-05-21
339,Data Quality Specialist,Orbit Data Co,Data Quality Analyst,"New York, USA",Mid,"Orbit Data Co is hiring a Data Quality Specialist to support our data and analytics function. Responsibilities include document functional specifications, build and maintain dashboards, and collaborating with engineering and product teams. Ideal candidates have practical experience with data profiling, data governance, and data validation, along with a solid foundation in reporting.",2026-03-17
340,Senior Data Engineer,Anchorpoint AI,Data Engineer,"Sydney, Australia",Junior,"We are looking for a Senior Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to optimize database queries and design data pipelines. Strong hands-on experience with Redshift, Kafka, and AWS is required. Familiarity with data pipelines is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-05-15
341,Data Quality Specialist,Pinegrove Solutions,Data Quality Analyst,Singapore,Mid,"Join Pinegrove Solutions as a Data Quality Specialist! In this role you'll support experimentation and A/B testing and partner with product and engineering teams to help drive business decisions. We're looking for someone proficient in Python and data profiling, with working knowledge of reporting. Experience with data governance is preferred but not required.",2026-03-08
342,Business Analyst,Clarion Health,Business Analyst,"Sydney, Australia",Entry,"We are looking for a Business Analyst to join our growing team. You will work closely with cross-functional stakeholders to partner with product and engineering teams and conduct root-cause analysis. Strong hands-on experience with Excel, Jira, and stakeholder communication is required. Familiarity with data validation is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-07-06
343,Junior Business Analyst,Datavantis,Business Analyst,"Sydney, Australia",Senior,"As a Junior Business Analyst at Datavantis, you will validate data quality, automate reporting workflows, and partner with stakeholders across the business. Core requirements include Agile, stakeholder communication, and SQL. Bonus points for exposure to Excel.",2026-06-02
344,ETL Developer,Meridian Labs,Data Engineer,"Sydney, Australia",Mid,"Join Meridian Labs as a ETL Developer! In this role you'll build and maintain dashboards and optimize database queries to help drive business decisions. We're looking for someone proficient in ETL and data modeling, with working knowledge of PostgreSQL. Experience with Redshift is preferred but not required.",2026-01-22
345,Data Scientist II,Skylark Data,Data Scientist,"Dublin, Ireland",Junior,,2026-05-12
346,Business Data Analyst,BrightPath AI,Data Analyst,"London, UK",Entry,"As a Business Data Analyst at BrightPath AI, you will optimize database queries, support experimentation and A/B testing, and partner with stakeholders across the business. Core requirements include data cleaning, Tableau, and A/B testing. Bonus points for exposure to pandas.",2026-06-30
347,Data Governance Analyst,Northbridge Analytics,Data Quality Analyst,"Dublin, Ireland",Mid,"Join Northbridge Analytics as a Data Governance Analyst! In this role you'll conduct root-cause analysis and optimize database queries to help drive business decisions. We're looking for someone proficient in ETL and Excel, with working knowledge of data profiling. Experience with data governance is preferred but not required.",2026-06-21
348,Business Systems Analyst,Vertex Insights,Business Analyst,"London, UK",Senior,"We are looking for a Business Systems Analyst to join our growing team. You will work closely with cross-functional stakeholders to support experimentation and A/B testing and document functional specifications. Strong hands-on experience with functional specifications, Agile, and UAT is required. Familiarity with process mapping is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-06-05
349,ML Engineer,Meridian Labs,ML Engineer,"Bengaluru, India",Mid,"We are looking for a ML Engineer to join our growing team. You will work closely with cross-functional stakeholders to develop predictive models and document functional specifications. Strong hands-on experience with MLOps, TensorFlow, and CI/CD is required. Familiarity with deep learning is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-03-26
350,Data Engineer,Orbit Data Co,Data Engineer,"Toronto, Canada",Senior,"We are looking for a Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to analyze large datasets and translate business requirements into technical specifications. Strong hands-on experience with Airflow, Redshift, and ETL is required. Familiarity with Docker is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-02-09
351,Data Scientist II,Pinegrove Solutions,Data Scientist,"Dublin, Ireland",Entry,"As a Data Scientist II at Pinegrove Solutions, you will validate data quality, design data pipelines, and partner with stakeholders across the business. Core requirements include pandas, scikit-learn, and Python. Bonus points for exposure to experimentation.",2026-02-16
352,Data Quality Analyst,Havenwood Tech,Data Quality Analyst,"Berlin, Germany",Entry,"Havenwood Tech is hiring a Data Quality Analyst to support our data and analytics function. Responsibilities include support experimentation and A/B testing, design data pipelines, and collaborating with engineering and product teams. Ideal candidates have practical experience with data governance, metadata management, and Excel, along with a solid foundation in data cleansing.",2026-02-07
353,Data Scientist II,Kestrel Technologies,Data Scientist,"Dublin, Ireland",Mid,"As a Data Scientist II at Kestrel Technologies, you will translate business requirements into technical specifications, optimize database queries, and partner with stakeholders across the business. Core requirements include scikit-learn, A/B testing, and XGBoost. Bonus points for exposure to machine learning.",2026-07-06
354,Senior Data Scientist,Fieldstone Group,Data Scientist,Remote,Entry,"Fieldstone Group is hiring a Senior Data Scientist to support our data and analytics function. Responsibilities include build and maintain dashboards, support experimentation and A/B testing, and collaborating with engineering and product teams. Ideal candidates have practical experience with scikit-learn, XGBoost, and Python, along with a solid foundation in machine learning.",2026-02-22
355,Data Analyst II,Lumen Analytics,Data Analyst,Singapore,Mid,"Join Lumen Analytics as a Data Analyst II! In this role you'll support experimentation and A/B testing and optimize database queries to help drive business decisions. We're looking for someone proficient in SQL and A/B testing, with working knowledge of data visualization. Experience with Tableau is preferred but not required.",2026-01-13
356,Business Analyst,Vertex Insights,Business Analyst,Remote,Mid,"As a Business Analyst at Vertex Insights, you will document functional specifications, automate reporting workflows, and partner with stakeholders across the business. Core requirements include UAT, stakeholder communication, and requirements gathering. Bonus points for exposure to Jira.",2026-07-09
357,Data Quality Specialist,Skylark Data,Data Quality Analyst,"Kathmandu, Nepal",Entry,"As a Data Quality Specialist at Skylark Data, you will translate business requirements into technical specifications, develop predictive models, and partner with stakeholders across the business. Core requirements include Excel, SQL, and data cleansing. Bonus points for exposure to Python.",2026-06-01
358,Applied ML Engineer,Quanta Systems,ML Engineer,"Dublin, Ireland",Senior,"As a Applied ML Engineer at Quanta Systems, you will translate business requirements into technical specifications, optimize database queries, and partner with stakeholders across the business. Core requirements include CI/CD, Kubernetes, and Docker. Bonus points for exposure to AWS.",2026-02-17
359,Business Systems Analyst,Quanta Systems,Business Analyst,"Berlin, Germany",Mid,"Quanta Systems is hiring a Business Systems Analyst to support our data and analytics function. Responsibilities include translate business requirements into technical specifications, support experimentation and A/B testing, and collaborating with engineering and product teams. Ideal candidates have practical experience with process mapping, Jira, and requirements gathering, along with a solid foundation in functional specifications.",2026-03-02
360,Applied ML Engineer,Skylark Data,ML Engineer,"Dublin, Ireland",Entry,"As a Applied ML Engineer at Skylark Data, you will design data pipelines, support experimentation and A/B testing, and partner with stakeholders across the business. Core requirements include TensorFlow, AWS, and Python. Bonus points for exposure to PyTorch.",2026-05-04
361,Applied Data Scientist,Northbridge Analytics,Data Scientist,"Sydney, Australia",Entry,"We are looking for a Applied Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to partner with product and engineering teams and document functional specifications. Strong hands-on experience with feature engineering, experimentation, and deep learning is required. Familiarity with SQL is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-05-27
